pointID,SITE  NAME,EIS Facility ID,STATE,State-County,Pollutant,Pollutant Type,Emissions (Tons),Facility Type,Street Address,NAICS,EPA Region,FIPS,Latitude,Longitude
266,Sipi Metals Corp,1732511,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.01149,Secondary Copper Smelting/Refining Plant,1720 N Elston Ave,"Copper Rolling, Drawing, Extruding, and Alloying",5,17031,41.913364,-87.664551
267,Skokie ISTP LLC,8188211,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00004,Pharmaceutical Manufacturing,4901 Searle Pkwy,Pharmaceutical Preparation Manufacturing,5,17031,42.028064,-87.750291
268,Skyline Management Group,9719011,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00004,Steam/Heating Facility,5833 S Cicero Ave,Steam and Air-Conditioning Supply,5,17031,41.787095,-87.740532
269,Sloan Valve Co,2301511,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.0002,Unspecified,10500 Seymour Ave,Plumbing Fixture Fitting and Trim Manufacturing,5,17031,41.952104,-87.889212
270,Solo Cup Operating Corp,1731311,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00002,"Plastic, Resin, Rubber or Syn Fiber Manuf Plant",7575 S Kostner Ave,Unlaminated Plastics Profile Shape Manufacturing,5,17031,41.756984,-87.730372
271,Solvay USA Inc,7313811,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00002,Unspecified,14000 S Seeley Ave,Surface Active Agent Manufacturing,5,17031,41.638184,-87.671348
272,South Chicago Packing LLC,3214811,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00008,Food Products Processing Plant,945 W 38th St,Rendering and Meat Byproduct Processing,5,17031,41.825033,-87.650052
273,South Suburban College,3353311,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00001,"Institutional (school, hospital, prison, etc.)",15800 State St,"Colleges, Universities, and Professional Schools",5,17031,41.60596,-87.618594
274,South Suburban Hospital,3363411,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0,"Institutional (school, hospital, prison, etc.)",17800 S Kedzie Ave,General Medical and Surgical Hospitals,5,17031,41.567033,-87.697344
275,Spectrum-Roosevelt LP,1764411,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00001,Unspecified,5000 W Roosevelt Rd,Electronic Shopping and Mail-Order Houses,5,17031,41.867518,-87.748012
276,St Xavier University,1757011,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00001,"Institutional (school, hospital, prison, etc.)",3700 W 103rd St,"Colleges, Universities, and Professional Schools",5,17031,41.710918,-87.715234
277,Stickney Water Reclamation Plant,3354811,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00007,Wastewater Treatment Facility,6001 W Pershing Rd,Sewage Treatment Facilities,5,17031,41.81704,-87.771095
278,Swedish Covenant Hospital,3340511,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00004,"Institutional (school, hospital, prison, etc.)",5145 N California Ave,General Medical and Surgical Hospitals,5,17031,41.975274,-87.698067
279,Synergy Flavors Innova LLC,3201411,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00005,Unspecified,1437 W 37th St,All Other Miscellaneous Food Manufacturing,5,17031,41.826548,-87.661784
280,Sysco Food Services of Chicago Inc,14592011,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00001,Unspecified,250 Wieboldt Ave,Supermarkets and Other Grocery Retailers (except Convenience Retailers),5,17031,42.047369,-87.906104
281,TINLEY PARK HELISTOP,12225611,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00007,Airport,Unknown,Airport Operations,5,17031,41.558886,-87.805986
282,Tootsie Roll Industries LLC,1774911,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00006,Unspecified,7401 S Cicero Ave,Confectionery Manufacturing from Purchased Chocolate,5,17031,41.760044,-87.736879
283,Tribune Properties Inc,1765611,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00002,Printing/Publishing Facility,435 N Michigan Ave,Commercial Printing (except Screen and Books),5,17031,41.890371,-87.623676
284,Triton College,2629811,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00002,"Institutional (school, hospital, prison, etc.)",2000 5th Ave,"Colleges, Universities, and Professional Schools",5,17031,41.916851,-87.845486
285,Tru Vue Inc,2453711,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00001,Unspecified,9400 W 55th St,Glass Product Manufacturing Made of Purchased Glass,5,17031,41.792238,-87.8531
286,UniFirst Corp,17829611,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00006,Unspecified,2045 N 17th Ave,Industrial Launderers,5,17031,41.914066,-87.854093
287,Unilever Illinois Manufacturing LLC,1909711,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00002,Food Products Processing Plant,2816 S Kilbourne Ave,Soybean and Other Oilseed Processing,5,17031,41.840321,-87.737682
288,Union Pacific Railroad Co,3152811,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00001,Unspecified,423 N Sacramento Blvd,Line-Haul Railroads,5,17031,41.889752,-87.696255
289,United Airlines,3359911,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00009,Unspecified,11601 W Touhy Ave,Scheduled Passenger Air Transportation,5,17031,41.995878,-87.921136
290,United Airlines Inc,5528911,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00004,Unspecified,1200 E Algonquin Rd,Scheduled Passenger Air Transportation,5,17031,42.036223,-87.953237
291,Unity Manufacturing Co,8314311,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.0003,Unspecified,1260 N Clybourn Ave,Electric Lamp Bulb and Other Lighting Equipment Manufacturing,5,17031,41.904923,-87.641982
292,Universal Electric Foundry Inc,2783611,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00076,"Foundries, non-ferrous",1523 W Hubbard St,Other Nonferrous Metal Foundries (except Die-Casting),5,17031,41.889582,-87.666362
293,University of Chicago,1849411,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0,"Institutional (school, hospital, prison, etc.)",5235 s Harper Ct Ste 1000,"Colleges, Universities, and Professional Schools",5,17031,41.784606,-87.590155
294,UOP LLC,1820011,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00006,Unspecified,50 E Algonquin Rd,Research and Development in Nanotechnology,5,17031,42.032406,-87.917008
295,UOP LLC,7313911,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00006,Unspecified,8400 Joliet Rd,Synthetic Dye and Pigment Manufacturing,5,17031,41.799668,-87.82744
296,Valmont Coatings Inc,1865511,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.0001,Unspecified,10909 Franklin Ave,"Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers",5,17031,41.941723,-87.898291
297,Vanee Food Co,1760611,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00002,Food Products Processing Plant,2759 S 25th Ave,Dried and Dehydrated Food Manufacturing,5,17031,41.853357,-87.86096
298,Vanee Foods Co,2430811,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00003,Unspecified,5418 McDermott Dr,Specialty Canning,5,17031,41.89301,-87.90437
299,Vantage Oleochemicals Inc,3203811,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00033,Chemical Plant,4650 S Racine Ave,All Other Miscellaneous Chemical Product and Preparation Manufacturing,5,17031,41.810961,-87.657293
300,Vapor Power International,2715811,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00005,Industrial Machinery or Equipment Plant,551 S County Line Rd,Power Boiler and Heat Exchanger Manufacturing,5,17031,41.944828,-87.91917
301,Ventura Foods LLC,17734311,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00001,Unspecified,201 W Armory Dr,"Mayonnaise, Dressing, and Other Prepared Sauce Manufacturing",5,17031,41.585525,-87.620869
302,West Suburban Hospital,2645911,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00003,"Institutional (school, hospital, prison, etc.)",3 Erie Ct,General Medical and Surgical Hospitals,5,17031,41.891146,-87.775859
303,WestRock CP LLC,2277811,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00002,Unspecified,6131 W 74th St,Corrugated and Solid Fiber Box Manufacturing,5,17031,41.756903,-87.774654
304,WestRock CP LLC,2551511,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00003,Unspecified,7601 S 78th Ave,Corrugated and Solid Fiber Box Manufacturing,5,17031,41.753751,-87.813087
305,WGN TV Continental Broadcasting Co Inc,15455411,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00003,Unspecified,2501 Bradley Pl,Television Broadcasting Stations,5,17031,41.948784,-87.691692
306,Worlds Finest Chocolate Inc,3395311,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00002,Food Products Processing Plant,4801 S Lawndale Ave,Chocolate and Confectionery Manufacturing from Cacao Beans,5,17031,41.805674,-87.715094
307,WR Grace,8189011,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00004,Unspecified,4099 W 71st St,Other Basic Inorganic Chemical Manufacturing,5,17031,41.763491,-87.723679
308,Zekelman Industries Wheatland Tube Co,1776611,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00026,Unspecified,2300 W 47th St,Iron and Steel Pipe and Tube Manufacturing from Purchased Steel,5,17031,41.810058,-87.681026
309,Zoetis LLC,1763411,Illinois,IL - Cook,Lead Compounds,CAP/HAP,0.00013,Unspecified,400 State St,Other Animal Food Manufacturing,5,17031,41.522984,-87.620579
310,Crawford County Airport,2681211,Illinois,IL - Crawford,Lead Compounds,CAP/HAP,0.02447,Airport,10748 N 1650th St,Other Airport Operations,5,17033,39.01628,-87.646723
311,Hershey Chocolate & Confectionery Co,2666911,Illinois,IL - Crawford,Lead Compounds,CAP/HAP,0.00008,Unspecified,1401 W Main St,Confectionery Manufacturing from Purchased Chocolate,5,17033,39.00431,-87.755331
312,Marathon Petroleum Co LLC,8222511,Illinois,IL - Crawford,Lead Compounds,CAP/HAP,0.02518,Petroleum Refinery,400 Marathon Ave,Petroleum Refineries,5,17033,38.998676,-87.724781
313,Rain CII Carbon LLC,2666711,Illinois,IL - Crawford,Lead Compounds,CAP/HAP,0.05989,Calcined Pet Coke Plant,12187 E 950th St,All Other Petroleum and Coal Products Manufacturing,5,17033,38.990207,-87.720397
314,John Warner Hospital,2822911,Illinois,IL - De Witt,Lead Compounds,CAP/HAP,0,"Institutional (school, hospital, prison, etc.)",422 W White St,General Medical and Surgical Hospitals,5,17039,40.148441,-88.96485
315,Stericycle Inc,8138111,Illinois,IL - De Witt,Lead Compounds,CAP/HAP,0.00059,Unspecified,5815 Weldon Springs Rd,Solid Waste Landfill,5,17039,40.137655,-88.937766
316,DeKalb-Taylor Municipal Airport,2822711,Illinois,IL - DeKalb,Lead Compounds,CAP/HAP,0.05912,Airport,3232 Pleasant St,Other Airport Operations,5,17037,41.929005,-88.706137
317,Duro Cast Inc,9707311,Illinois,IL - DeKalb,Lead Compounds,CAP/HAP,0.0001,"Foundries, non-ferrous",105 S Green St,Aluminum Foundries (except Die-Casting),5,17037,41.633541,-88.683915
318,Hinckley Airport,2822611,Illinois,IL - DeKalb,Lead Compounds,CAP/HAP,0.10847,Airport,1610 Highland Dr,Other Airport Operations,5,17037,41.771133,-88.703595
319,Kishwaukee Community Hospital,2493411,Illinois,IL - DeKalb,Lead Compounds,CAP/HAP,0.00002,"Institutional (school, hospital, prison, etc.)",1 Kish Hospital Dr,General Medical and Surgical Hospitals,5,17037,41.960631,-88.721759
320,Northern Illinois University,3394711,Illinois,IL - DeKalb,Lead Compounds,CAP/HAP,0.00021,"Institutional (school, hospital, prison, etc.)",100 Stadium Dr,"Colleges, Universities, and Professional Schools",5,17037,41.931429,-88.780907
321,Sycamore Precision Machine Inc,2494511,Illinois,IL - DeKalb,Lead Compounds,CAP/HAP,0.00001,Unspecified,334 E First St,All Other Miscellaneous Fabricated Metal Product Manufacturing,5,17037,42.09928,-88.688948
322,WOODLAKE LANDING,12380511,Illinois,IL - DeKalb,Lead Compounds,CAP/HAP,0.01243,Airport,Unknown,Airport Operations,5,17037,41.64023,-88.64433
323,Cronus Chemicals LLC,16787211,Illinois,IL - Douglas,Lead Compounds,CAP/HAP,0,Unspecified,765 E US Hwy 36,Nitrogenous Fertilizer Manufacturing,5,17041,39.796091,-88.325211
324,Equistar Chemicals LP,8188611,Illinois,IL - Douglas,Lead Compounds,CAP/HAP,0.00111,Chemical Plant,625 E US Hwy 36,All Other Miscellaneous Chemical Product and Preparation Manufacturing,5,17041,39.795812,-88.347946
325,Tuscola Airport,2750011,Illinois,IL - Douglas,Lead Compounds,CAP/HAP,0.01921,Airport,880 N County Rd 900 E,Other Airport Operations,5,17041,39.780947,-88.306413
326,Alu-bra Foundry Inc,3222111,Illinois,IL - DuPage,Lead Compounds,CAP/HAP,0.00012,"Foundries, non-ferrous",630 E Green St,Other Nonferrous Metal Foundries (except Die-Casting),5,17043,41.951374,-87.928335
327,Argonne National Laboratory,7411111,Illinois,IL - DuPage,Lead Compounds,CAP/HAP,0.00005,Unspecified,9700 S Cass Ave,Research and Development in Nanotechnology,5,17043,41.707232,-87.981551
328,Ashland Sausage,10803411,Illinois,IL - DuPage,Lead Compounds,CAP/HAP,0.00002,Unspecified,280 Westgate Dr,Meat Processed from Carcasses,5,17043,41.897236,-88.128852
329,Aurora Circuits LLC,3220711,Illinois,IL - DuPage,Lead Compounds,CAP/HAP,0.012,Unspecified,2250 White Oak Cir,Bare Printed Circuit Board Manufacturing,5,17043,41.795579,-88.261006
330,Aurora Generation LLC,3220911,Illinois,IL - DuPage,Lead Compounds,CAP/HAP,0,Electricity Generation via Combustion,2909 N Eola Rd,Fossil Fuel Electric Power Generation,5,17043,41.815091,-88.22661
331,Becker Specialty Corp,2563511,Illinois,IL - DuPage,Lead Compounds,CAP/HAP,0.01104,Unspecified,2500 Delta Ln,Paint and Coating Manufacturing,5,17043,41.990595,-87.94259
332,Benedictine University,10804411,Illinois,IL - DuPage,Lead Compounds,CAP/HAP,0.00001,Unspecified,5700 College Rd,"Colleges, Universities, and Professional Schools",5,17043,41.776895,-88.097392
333,Blackhawk Corrugated LLC,17741211,Illinois,IL - DuPage,Lead Compounds,CAP/HAP,0.00003,Unspecified,700 Kimberly Dr,Corrugated and Solid Fiber Box Manufacturing,5,17043,41.921579,-88.114566
334,CNH Industrial America LLC,2634911,Illinois,IL - DuPage,Lead Compounds,CAP/HAP,0.00001,Unspecified,6900 Veterans Blvd,Farm Machinery and Equipment Manufacturing,5,17043,41.763546,-87.922299
335,College Of Dupage,10804211,Illinois,IL - DuPage,Lead Compounds,CAP/HAP,0.00005,"Institutional (school, hospital, prison, etc.)",425 Fawell Blvd,"Colleges, Universities, and Professional Schools",5,17043,41.841185,-88.070694
336,Creative Contract Packaging Corp,3220511,Illinois,IL - DuPage,Lead Compounds,CAP/HAP,0,Unspecified,3837 E Exchange Ave,All Other Miscellaneous Food Manufacturing,5,17043,41.765114,-88.224514
337,Dupage County Airport,2655511,Illinois,IL - DuPage,Lead Compounds,CAP/HAP,0.26671,Airport,2700 International Dr,Other Airport Operations,5,17043,41.9126,-88.247306
338,Fellowes Inc,2638111,Illinois,IL - DuPage,Lead Compounds,CAP/HAP,0.00001,Unspecified,1789 Norwood Ave,Corrugated and Solid Fiber Box Manufacturing,5,17043,41.988477,-88.044159
339,Graphic Packaging International LLC,2635211,Illinois,IL - DuPage,Lead Compounds,CAP/HAP,0.00001,Unspecified,400 E North Ave,Folding Paperboard Box Manufacturing,5,17043,41.900408,-88.108729
340,Hinsdale Hospital,8189111,Illinois,IL - DuPage,Lead Compounds,CAP/HAP,0,"Institutional (school, hospital, prison, etc.)",120 N Oak St,General Medical and Surgical Hospitals,5,17043,41.805345,-87.92165
341,INEOS US Chemicals Co,7334411,Illinois,IL - DuPage,Lead Compounds,CAP/HAP,0.00003,Unspecified,150 W Warrenville Rd,Testing Laboratories and Services,5,17043,41.809315,-88.150706
342,International Paper,14973311,Illinois,IL - DuPage,Lead Compounds,CAP/HAP,0.00004,Unspecified,2540 Prospect Ct,Corrugated and Solid Fiber Box Manufacturing,5,17043,41.808667,-88.232352
343,International Paper Co,9730111,Illinois,IL - DuPage,Lead Compounds,CAP/HAP,0.00003,Unspecified,4160 Campus Dr,Corrugated and Solid Fiber Box Manufacturing,5,17043,41.776759,-88.220369
344,INX International Ink Co,2788111,Illinois,IL - DuPage,Lead Compounds,CAP/HAP,0.00001,Unspecified,1860 Western Dr,Printing Ink Manufacturing,5,17043,41.889638,-88.241673
345,Jel Sert Co,2787611,Illinois,IL - DuPage,Lead Compounds,CAP/HAP,0.00002,Food Products Processing Plant,501 Conde St,Coffee and Tea Manufacturing,5,17043,41.879962,-88.196603
346,Kester,10807311,Illinois,IL - DuPage,Lead Compounds,CAP/HAP,0.00194,Fabricated Metal Products Plant,800 W Thorndale,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding",5,17043,41.982057,-88.024856
347,La Grou Distribution System,2788311,Illinois,IL - DuPage,Lead Compounds,CAP/HAP,0.00003,Unspecified,1800 W Hawthorne Ln Ste 100,Telephone Apparatus Manufacturing,5,17043,41.897318,-88.238136
348,Mars Wrigley Confectionery US,2635011,Illinois,IL - DuPage,Lead Compounds,CAP/HAP,0.00002,Food Products Processing Plant,15W660 79th St,Ice Cream and Frozen Dessert Manufacturing,5,17043,41.747131,-87.931874
349,Mega Circuit Inc,2656311,Illinois,IL - DuPage,Lead Compounds,CAP/HAP,0.0005,Unspecified,1040 S Westgate St,Bare Printed Circuit Board Manufacturing,5,17043,41.907851,-87.993678
350,Meyercord Revenue Inc,2767611,Illinois,IL - DuPage,Lead Compounds,CAP/HAP,0.00001,Printing/Publishing Facility,475 Village Dr,Commercial Printing (except Screen and Books),5,17043,41.914527,-88.119554
351,Mondelez Global LLC,1753811,Illinois,IL - DuPage,Lead Compounds,CAP/HAP,0.00002,Food Products Processing Plant,1555 W Ogden Ave,Breakfast Cereal Manufacturing,5,17043,41.771473,-88.18783
352,New WinCup Holdings Inc,2788011,Illinois,IL - DuPage,Lead Compounds,CAP/HAP,0.0001,Unspecified,1425 W Hawthorne Ln,Polystyrene Foam Product Manufacturing,5,17043,41.9003,-88.228923
353,Qualitek International Inc,2633111,Illinois,IL - DuPage,Lead Compounds,CAP/HAP,0.00006,Secondary Copper Smelting/Refining Plant,315 Fairbank St,"Copper Rolling, Drawing, Extruding, and Alloying",5,17043,41.922341,-88.017608
354,Rana Meal Solutions LLC,16787311,Illinois,IL - DuPage,Lead Compounds,CAP/HAP,0.00006,Unspecified,550 Spitzer Rd,Perishable Prepared Food Manufacturing,5,17043,41.984444,-88.228577
355,Rana Meal Solutions LLC,19126411,Illinois,IL - DuPage,Lead Compounds,CAP/HAP,0.00006,Unspecified,1370 Brewster Park,Perishable Prepared Food Manufacturing,5,17043,41.983739,-88.230206
356,Schaumburg Regional Airport,2641611,Illinois,IL - DuPage,Lead Compounds,CAP/HAP,0.1009,Airport,905 W Irving Park Rd,Other Airport Operations,5,17043,41.989341,-88.101243
357,Spraying System Co,2771511,Illinois,IL - DuPage,Lead Compounds,CAP/HAP,0.00004,Unspecified,200 W North Ave,All Other Miscellaneous Fabricated Metal Product Manufacturing,5,17043,41.90366,-88.09991
358,US DOE - Fermilab,2641211,Illinois,IL - DuPage,Lead Compounds,CAP/HAP,0.00002,Unspecified,Wilson St & Kirk Rd,Research and Development in Nanotechnology,5,17043,41.842145,-88.250487
359,US Frit LLC,17831611,Illinois,IL - DuPage,Lead Compounds,CAP/HAP,0.00975,Unspecified,500 Kehoe Blvd,Other Computer Related Services,5,17043,41.908442,-88.104233
360,WestRock Container LLC,16905811,Illinois,IL - DuPage,Lead Compounds,CAP/HAP,0.00002,Unspecified,2759 N Eola Rd,Corrugated and Solid Fiber Box Manufacturing,5,17043,41.812046,-88.230074
361,WestRock CP LLC,2637511,Illinois,IL - DuPage,Lead Compounds,CAP/HAP,0.00002,Unspecified,965 Muirfield Dr,Corrugated and Solid Fiber Box Manufacturing,5,17043,41.981223,-88.125979
362,Wheaton College,9732511,Illinois,IL - DuPage,Lead Compounds,CAP/HAP,0.00004,"Institutional (school, hospital, prison, etc.)",511 N Irving Ave,"Colleges, Universities, and Professional Schools",5,17043,41.869813,-88.098913
363,Abitec Corp,2636211,Illinois,IL - Edgar,Lead Compounds,CAP/HAP,0.00001,Food Products Processing Plant,1800 S Main St,All Other Miscellaneous Food Manufacturing,5,17045,39.594076,-87.694195
364,Cargill Dry Corn Ingredients,2636111,Illinois,IL - Edgar,Lead Compounds,CAP/HAP,0.00002,Unspecified,616 S Jefferson St,Flour Milling,5,17045,39.60519,-87.703807
365,Edgar County Airport,2651611,Illinois,IL - Edgar,Lead Compounds,CAP/HAP,0.0155,Airport,15551 Airport Rd,Other Airport Operations,5,17045,39.700085,-87.672404
366,Effingham County Memorial Airport,1782011,Illinois,IL - Effingham,Lead Compounds,CAP/HAP,0.04771,Airport,Rr 1 Box 347,Other Airport Operations,5,17049,39.071157,-88.534006
367,Mid Illinois Concrete - Effingham Ready Mix,1780611,Illinois,IL - Effingham,Lead Compounds,CAP/HAP,0,Concrete Batch Plant,1301 Commerce Ave,Ready-Mix Concrete Manufacturing,5,17049,39.107357,-88.558446
368,PERCIVAL SPRINGS,11988411,Illinois,IL - Effingham,Lead Compounds,CAP/HAP,0.00248,Airport,Unknown,Airport Operations,5,17049,39.014444,-88.539278
369,St Anthonys Memorial Hospital,2756811,Illinois,IL - Effingham,Lead Compounds,CAP/HAP,0.00002,"Institutional (school, hospital, prison, etc.)",503 N Maple St,General Medical and Surgical Hospitals,5,17049,39.125722,-88.549972
370,Natural Gas Pipeline Co,2670411,Illinois,IL - Fayette,Lead Compounds,CAP/HAP,0.00004,Compressor Station,RR 2 Box 142b,Pipeline Transportation of Natural Gas,5,17051,39.101954,-88.860009
371,Richardson Brothers,2669611,Illinois,IL - Fayette,Lead Compounds,CAP/HAP,0.00001,Unspecified,501 Cumberland Rd,Landscaping Services,5,17051,39.018658,-88.854109
372,Vandalia Airport,1757511,Illinois,IL - Fayette,Lead Compounds,CAP/HAP,0.02248,Airport,Rr 3 Box 602,Other Airport Operations,5,17051,38.990237,-89.167233
373,Vandalia Correctional Center,2671011,Illinois,IL - Fayette,Lead Compounds,CAP/HAP,0.00007,"Institutional (school, hospital, prison, etc.)","Rte 51 N, Box 500",Correctional Institutions,5,17051,39.009503,-89.097797
374,Benton Airport,2625411,Illinois,IL - Franklin,Lead Compounds,CAP/HAP,0.01727,Airport,N Central St,Other Airport Operations,5,17055,38.0085,-88.934444
375,Franklin Hospital,2623711,Illinois,IL - Franklin,Lead Compounds,CAP/HAP,0.00001,"Institutional (school, hospital, prison, etc.)",201 Bailey Ln,General Medical and Surgical Hospitals,5,17055,38.009959,-88.918187
376,Illinois River Correctional Center,3206811,Illinois,IL - Fulton,Lead Compounds,CAP/HAP,0.00001,"Institutional (school, hospital, prison, etc.)",1300 W Locust St,Correctional Institutions,5,17057,40.5571,-90.0825
377,Ingersoll Airport,3207411,Illinois,IL - Fulton,Lead Compounds,CAP/HAP,0.04294,Airport,250 S Avenue D,Other Airport Operations,5,17057,40.570658,-90.073919
378,Vermont Foundry Co,3206311,Illinois,IL - Fulton,Lead Compounds,CAP/HAP,0.0488,"Foundries, non-ferrous",29 N Main St,Other Nonferrous Metal Foundries (except Die-Casting),5,17057,40.303115,-90.426954
379,Viserion Grain LLC,3208011,Illinois,IL - Gallatin,Lead Compounds,CAP/HAP,0.00001,Unspecified,218 Market St,Grain and Field Bean Merchant Wholesalers,5,17059,37.692124,-88.139318
380,Aux Sable Liquid Products,3349011,Illinois,IL - Grundy,Lead Compounds,CAP/HAP,0.00035,Gas Plant,6155 E US Rte 6,Natural Gas Extraction,5,17063,41.413284,-88.304262
381,Costco Wholesale Corp,16892511,Illinois,IL - Grundy,Lead Compounds,CAP/HAP,0.00008,Unspecified,7320 Lisbon Rd,Warehouse Clubs and Supercenters,5,17063,41.391009,-88.435799
382,Dwight Airport,3350711,Illinois,IL - Grundy,Lead Compounds,CAP/HAP,0.00452,Airport,10350 S Dwight Rd,Other Airport Operations,5,17063,41.132622,-88.438645
383,HB Fuller Adhesives LLC,3349911,Illinois,IL - Grundy,Lead Compounds,CAP/HAP,0.00002,Unspecified,7440 W Dupont Rd,Plastics Material and Resin Manufacturing,5,17063,41.304952,-88.561651
384,Minooka Meter Station,3349111,Illinois,IL - Grundy,Lead Compounds,CAP/HAP,0.00005,Unspecified,10985 N McLinden Rd,Pipeline Transportation of Natural Gas,5,17063,41.446836,-88.293226
385,Morris Cogeneration LLC,3348811,Illinois,IL - Grundy,Lead Compounds,CAP/HAP,0.00029,Electricity Generation via Combustion,8805 N Tabler Rd,Fossil Fuel Electric Power Generation,5,17063,41.4132,-88.329757
386,Morris Muni Airport,3350611,Illinois,IL - Grundy,Lead Compounds,CAP/HAP,0.09317,Airport,9980 N Route 47,Other Airport Operations,5,17063,41.425265,-88.418657
387,Reichhold LLC 2,7790811,Illinois,IL - Grundy,Lead Compounds,CAP/HAP,0.00005,"Plastic, Resin, Rubber or Syn Fiber Manuf Plant",6350 E Collins Rd,Plastics Material and Resin Manufacturing,5,17063,41.388881,-88.301117
388,Sponge Cushion Inc,3224411,Illinois,IL - Grundy,Lead Compounds,CAP/HAP,0.00001,Unspecified,902 Armstrong St,All Other Rubber Product Manufacturing,5,17063,41.365912,-88.412167
389,MC LEANSBORO,11964911,Illinois,IL - Hamilton,Lead Compounds,CAP/HAP,0.00226,Airport,Unknown,Airport Operations,5,17065,38.076318,-88.538449
390,Advanced Asphalt Co,17741811,Illinois,IL - Henry,Lead Compounds,CAP/HAP,0.00001,Hot Mix Asphalt Plant,1001 N Broadway St,Asphalt Paving Mixture and Block Manufacturing,5,17073,41.498594,-90.312984
391,Gen Air Park,5530411,Illinois,IL - Henry,Lead Compounds,CAP/HAP,0.0113,Airport,20035 1700 Street E,Other Airport Operations,5,17073,41.439778,-90.110056
392,Kewanee Municipal Airport,5530311,Illinois,IL - Henry,Lead Compounds,CAP/HAP,0.02703,Airport,3761 Midland Rd,Other Airport Operations,5,17073,41.203933,-89.962196
393,Natural Gas Pipeline Co of America,5529611,Illinois,IL - Henry,Lead Compounds,CAP/HAP,0.00001,Compressor Station,16048 Highway 82,Pipeline Transportation of Natural Gas,5,17073,41.391319,-90.167528
394,Patriot Renewable Fuels LLC,10814511,Illinois,IL - Henry,Lead Compounds,CAP/HAP,0.00009,Ethanol Biorefineries/Soy Biodiesel,101 Patriot Way,Ethyl Alcohol Manufacturing,5,17073,41.393398,-89.872214
395,Incobrasa Industries Ltd,5549011,Illinois,IL - Iroquois,Lead Compounds,CAP/HAP,0.00037,Food Products Processing Plant,540 E US Hwy 24,Soybean and Other Oilseed Processing,5,17075,40.761516,-88.014274
396,Iroquois Memorial Hospital,5533411,Illinois,IL - Iroquois,Lead Compounds,CAP/HAP,0.00002,"Institutional (school, hospital, prison, etc.)",200 Fairman Ave,General Medical and Surgical Hospitals,5,17075,40.765819,-87.731421
397,Intertape Polymer Corp,7333311,Illinois,IL - Jackson,Lead Compounds,CAP/HAP,0.00002,Unspecified,2200 N McRoy Dr,Paper Bag and Coated and Treated Paper Manufacturing,5,17077,37.756421,-89.216183
398,Southern Illinois Airport,2585911,Illinois,IL - Jackson,Lead Compounds,CAP/HAP,0.12388,Airport,N Airport Rd,Other Airport Operations,5,17077,37.780268,-89.248163
399,Southern Illinois University,2585011,Illinois,IL - Jackson,Lead Compounds,CAP/HAP,0.00155,"Institutional (school, hospital, prison, etc.)",200 Physical Plant Dr,"Colleges, Universities, and Professional Schools",5,17077,37.711805,-89.215301
